match_id,date,season,competition,round,home_team,away_team,source_url,home_goals,away_goals
715083,2023-10-24 18:30:00,2023-2024,Runkosarja,,Nokian KrP,TPS,https://fliiga.com/ottelut/miehet/nokian-krp-tps-24-10-2023/,9,5
715081,2023-10-27 18:30:00,2023-2024,Runkosarja,,Indians,Nokian KrP,https://fliiga.com/ottelut/miehet/indians-nokian-krp-27-10-2023/,3,8
715082,2023-10-27 18:30:00,2023-2024,Runkosarja,,Classic,TPS,https://fliiga.com/ottelut/miehet/classic-tps-27-10-2023/,5,4
715080,2023-10-28 17:00:00,2023-2024,Runkosarja,,LASB,Oilers,https://fliiga.com/ottelut/miehet/lasb-oilers-28-10-2023/,1,6
715079,2023-10-28 18:30:00,2023-2024,Runkosarja,,Happee,Indians,https://fliiga.com/ottelut/miehet/happee-indians-28-10-2023/,3,4
715078,2023-10-29 18:00:00,2023-2024,Runkosarja,,OLS,Jymy,https://fliiga.com/ottelut/miehet/ols-jymy-29-10-2023/,5,4
715077,2023-10-30 18:30:00,2023-2024,Runkosarja,,FBC Turku,EräViikingit,https://fliiga.com/ottelut/miehet/fbc-turku-eraviikingit-30-10-2023/,2,7
715076,2023-10-31 18:30:00,2023-2024,Runkosarja,,Classic,Happee,https://fliiga.com/ottelut/miehet/classic-happee-31-10-2023/,8,5
715073,2023-11-03 18:30:00,2023-2024,Runkosarja,,Oilers,Nokian KrP,https://fliiga.com/ottelut/miehet/oilers-nokian-krp-3-11-2023/,7,3
715074,2023-11-03 18:30:00,2023-2024,Runkosarja,,Jymy,Classic,https://fliiga.com/ottelut/miehet/jymy-classic-3-11-2023/,3,10
715075,2023-11-03 18:30:00,2023-2024,Runkosarja,,FBC Turku,LASB,https://fliiga.com/ottelut/miehet/fbc-turku-lasb-3-11-2023/,5,4
715071,2023-11-04 17:00:00,2023-2024,Runkosarja,,TPS,SPV,https://fliiga.com/ottelut/miehet/tps-spv-4-11-2023/,3,8
715072,2023-11-04 17:00:00,2023-2024,Runkosarja,,EräViikingit,Oilers,https://fliiga.com/ottelut/miehet/eraviikingit-oilers-4-11-2023/,4,10
715070,2023-11-05 17:00:00,2023-2024,Runkosarja,,Nokian KrP,Indians,https://fliiga.com/ottelut/miehet/nokian-krp-indians-5-11-2023/,10,4
715068,2023-11-05 18:00:00,2023-2024,Runkosarja,,OLS,EräViikingit,https://fliiga.com/ottelut/miehet/ols-eraviikingit-5-11-2023/,7,1
715069,2023-11-05 18:00:00,2023-2024,Runkosarja,,FBC Turku,Jymy,https://fliiga.com/ottelut/miehet/fbc-turku-jymy-5-11-2023/,3,4
715067,2023-11-06 18:30:00,2023-2024,Runkosarja,,Indians,Classic,https://fliiga.com/ottelut/miehet/indians-classic-6-11-2023/,7,5
715044,2023-11-11 15:00:00,2023-2024,Runkosarja,,OLS,FBC Turku,https://fliiga.com/ottelut/miehet/ols-fbc-turku-11-11-2023/,7,4
715065,2023-11-15 18:30:00,2023-2024,Runkosarja,,Happee,SPV,https://fliiga.com/ottelut/miehet/happee-spv-15-11-2023/,10,5
715066,2023-11-15 18:30:00,2023-2024,Runkosarja,,Classic,EräViikingit,https://fliiga.com/ottelut/miehet/classic-eraviikingit-15-11-2023/,5,9
715064,2023-11-17 18:30:00,2023-2024,Runkosarja,,Indians,TPS,https://fliiga.com/ottelut/miehet/indians-tps-17-11-2023/,4,5
715063,2023-11-17 19:00:00,2023-2024,Runkosarja,,LASB,Jymy,https://fliiga.com/ottelut/miehet/lasb-jymy-17-11-2023/,7,3
715062,2023-11-18 17:00:00,2023-2024,Runkosarja,,FBC Turku,Happee,https://fliiga.com/ottelut/miehet/fbc-turku-happee-18-11-2023/,7,8
715061,2023-11-18 18:00:00,2023-2024,Runkosarja,,OLS,Oilers,https://fliiga.com/ottelut/miehet/ols-oilers-18-11-2023/,5,8
715060,2023-11-19 17:00:00,2023-2024,Runkosarja,,Indians,Jymy,https://fliiga.com/ottelut/miehet/indians-jymy-19-11-2023/,9,6
715059,2023-11-20 18:30:00,2023-2024,Runkosarja,,EräViikingit,Nokian KrP,https://fliiga.com/ottelut/miehet/eraviikingit-nokian-krp-20-11-2023/,2,9
715058,2023-11-22 18:30:00,2023-2024,Runkosarja,,LASB,FBC Turku,https://fliiga.com/ottelut/miehet/lasb-fbc-turku-22-11-2023/,7,3
715056,2023-11-24 18:30:00,2023-2024,Runkosarja,,Nokian KrP,Classic,https://fliiga.com/ottelut/miehet/nokian-krp-classic-24-11-2023/,4,10
715057,2023-11-24 18:30:00,2023-2024,Runkosarja,,EräViikingit,Happee,https://fliiga.com/ottelut/miehet/eraviikingit-happee-24-11-2023/,3,8
715055,2023-11-25 15:00:00,2023-2024,Runkosarja,,TPS,Jymy,https://fliiga.com/ottelut/miehet/tps-jymy-25-11-2023/,9,4
715054,2023-11-25 16:00:00,2023-2024,Runkosarja,,Nokian KrP,SPV,https://fliiga.com/ottelut/miehet/nokian-krp-spv-25-11-2023/,12,8
715053,2023-11-25 18:30:00,2023-2024,Runkosarja,,LASB,OLS,https://fliiga.com/ottelut/miehet/lasb-ols-25-11-2023/,3,5
715051,2023-11-26 17:00:00,2023-2024,Runkosarja,,Oilers,Jymy,https://fliiga.com/ottelut/miehet/oilers-jymy-26-11-2023/,7,1
715052,2023-11-26 17:00:00,2023-2024,Runkosarja,,Happee,OLS,https://fliiga.com/ottelut/miehet/happee-ols-26-11-2023/,6,5
715050,2023-11-26 18:00:00,2023-2024,Runkosarja,,SPV,Classic,https://fliiga.com/ottelut/miehet/spv-classic-26-11-2023/,4,5
715049,2023-11-27 18:30:00,2023-2024,Runkosarja,,TPS,LASB,https://fliiga.com/ottelut/miehet/tps-lasb-27-11-2023/,8,4
715048,2023-11-29 18:30:00,2023-2024,Runkosarja,,Nokian KrP,FBC Turku,https://fliiga.com/ottelut/miehet/nokian-krp-fbc-turku-29-11-2023/,10,5
715047,2023-12-01 18:30:00,2023-2024,Runkosarja,,Indians,EräViikingit,https://fliiga.com/ottelut/miehet/indians-eraviikingit-1-12-2023/,7,3
715046,2023-12-02 15:00:00,2023-2024,Runkosarja,,TPS,Happee,https://fliiga.com/ottelut/miehet/tps-happee-2-12-2023/,7,8
715045,2023-12-02 17:00:00,2023-2024,Runkosarja,,SPV,FBC Turku,https://fliiga.com/ottelut/miehet/spv-fbc-turku-2-12-2023/,7,5
715042,2023-12-04 18:30:00,2023-2024,Runkosarja,,SPV,Jymy,https://fliiga.com/ottelut/miehet/spv-jymy-4-12-2023/,7,2
715043,2023-12-04 18:30:00,2023-2024,Runkosarja,,Nokian KrP,LASB,https://fliiga.com/ottelut/miehet/nokian-krp-lasb-4-12-2023/,7,1
715038,2023-12-07 18:30:00,2023-2024,Runkosarja,,EräViikingit,TPS,https://fliiga.com/ottelut/miehet/eraviikingit-tps-7-12-2023/,2,10
715041,2023-12-07 18:30:00,2023-2024,Runkosarja,,LASB,Happee,https://fliiga.com/ottelut/miehet/lasb-happee-7-12-2023/,2,6
715040,2023-12-08 18:30:00,2023-2024,Runkosarja,,Indians,FBC Turku,https://fliiga.com/ottelut/miehet/indians-fbc-turku-8-12-2023/,14,1
715036,2023-12-09 17:00:00,2023-2024,Runkosarja,,SPV,Oilers,https://fliiga.com/ottelut/miehet/spv-oilers-9-12-2023/,2,4
715037,2023-12-09 17:00:00,2023-2024,Runkosarja,,Jymy,Nokian KrP,https://fliiga.com/ottelut/miehet/jymy-nokian-krp-9-12-2023/,5,9
715039,2023-12-09 17:00:00,2023-2024,Runkosarja,,Classic,LASB,https://fliiga.com/ottelut/miehet/classic-lasb-9-12-2023/,10,2
715035,2023-12-11 18:30:00,2023-2024,Runkosarja,,FBC Turku,Indians,https://fliiga.com/ottelut/miehet/fbc-turku-indians-11-12-2023/,6,7
715034,2023-12-13 18:30:00,2023-2024,Runkosarja,,Nokian KrP,Happee,https://fliiga.com/ottelut/miehet/nokian-krp-happee-13-12-2023/,7,5
715033,2023-12-15 18:30:00,2023-2024,Runkosarja,,Indians,Oilers,https://fliiga.com/ottelut/miehet/indians-oilers-15-12-2023/,8,4
715032,2023-12-16 15:00:00,2023-2024,Runkosarja,,TPS,Oilers,https://fliiga.com/ottelut/miehet/tps-oilers-16-12-2023/,3,6
715028,2023-12-16 17:00:00,2023-2024,Runkosarja,,LASB,Indians,https://fliiga.com/ottelut/miehet/lasb-indians-16-12-2023/,1,8
715029,2023-12-16 17:00:00,2023-2024,Runkosarja,,Jymy,OLS,https://fliiga.com/ottelut/miehet/jymy-ols-16-12-2023/,3,11
715030,2023-12-16 17:00:00,2023-2024,Runkosarja,,EräViikingit,SPV,https://fliiga.com/ottelut/miehet/eraviikingit-spv-16-12-2023/,3,8
715031,2023-12-16 17:00:00,2023-2024,Runkosarja,,Classic,FBC Turku,https://fliiga.com/ottelut/miehet/classic-fbc-turku-16-12-2023/,10,1
715026,2023-12-17 18:30:00,2023-2024,Runkosarja,,LASB,SPV,https://fliiga.com/ottelut/miehet/lasb-spv-17-12-2023/,1,5
715027,2023-12-17 19:00:00,2023-2024,Runkosarja,,OLS,Classic,https://fliiga.com/ottelut/miehet/ols-classic-17-12-2023/,5,6
715025,2023-12-18 18:30:00,2023-2024,Runkosarja,,Happee,EräViikingit,https://fliiga.com/ottelut/miehet/happee-eraviikingit-18-12-2023/,8,5
715024,2023-12-19 18:30:00,2023-2024,Runkosarja,,TPS,Nokian KrP,https://fliiga.com/ottelut/miehet/tps-nokian-krp-19-12-2023/,5,2
715023,2023-12-21 18:30:00,2023-2024,Runkosarja,,Oilers,Classic,https://fliiga.com/ottelut/miehet/oilers-classic-21-12-2023/,4,10
715022,2023-12-29 18:30:00,2023-2024,Runkosarja,,Happee,Classic,https://fliiga.com/ottelut/miehet/happee-classic-29-12-2023/,4,6
715019,2023-12-30 15:00:00,2023-2024,Runkosarja,,SPV,OLS,https://fliiga.com/ottelut/miehet/spv-ols-30-12-2023/,8,4
715020,2023-12-30 17:00:00,2023-2024,Runkosarja,,EräViikingit,Jymy,https://fliiga.com/ottelut/miehet/eraviikingit-jymy-30-12-2023/,6,7
715018,2024-01-03 18:30:00,2023-2024,Runkosarja,,SPV,Nokian KrP,https://fliiga.com/ottelut/miehet/spv-nokian-krp-3-1-2024/,5,11
715021,2024-01-03 18:30:00,2023-2024,Runkosarja,,FBC Turku,TPS,https://fliiga.com/ottelut/miehet/fbc-turku-tps-3-1-2024/,6,9
715015,2024-01-05 18:30:00,2023-2024,Runkosarja,,Oilers,LASB,https://fliiga.com/ottelut/miehet/oilers-lasb-5-1-2024/,11,6
715016,2024-01-05 18:30:00,2023-2024,Runkosarja,,Indians,Happee,https://fliiga.com/ottelut/miehet/indians-happee-5-1-2024/,2,5
715017,2024-01-05 18:30:00,2023-2024,Runkosarja,,Classic,Jymy,https://fliiga.com/ottelut/miehet/classic-jymy-5-1-2024/,8,4
715014,2024-01-06 16:00:00,2023-2024,Runkosarja,,FBC Turku,Oilers,https://fliiga.com/ottelut/miehet/fbc-turku-oilers-6-1-2024/,2,7
715013,2024-01-06 17:00:00,2023-2024,Runkosarja,,Indians,OLS,https://fliiga.com/ottelut/miehet/indians-ols-6-1-2024/,9,3
715012,2024-01-07 18:30:00,2023-2024,Runkosarja,,LASB,Jymy,https://fliiga.com/ottelut/miehet/lasb-jymy-7-1-2024/,3,1
715011,2024-01-08 18:30:00,2023-2024,Runkosarja,,Classic,EräViikingit,https://fliiga.com/ottelut/miehet/classic-eraviikingit-8-1-2024/,12,5
715010,2024-01-10 18:30:00,2023-2024,Runkosarja,,LASB,Happee,https://fliiga.com/ottelut/miehet/lasb-happee-10-1-2024/,1,8
715009,2024-01-11 18:30:00,2023-2024,Runkosarja,,EräViikingit,FBC Turku,https://fliiga.com/ottelut/miehet/eraviikingit-fbc-turku-11-1-2024/,5,3
715007,2024-01-17 18:30:00,2023-2024,Runkosarja,,Oilers,Happee,https://fliiga.com/ottelut/miehet/oilers-happee-17-1-2024/,7,2
715008,2024-01-17 18:30:00,2023-2024,Runkosarja,,Indians,Nokian KrP,https://fliiga.com/ottelut/miehet/indians-nokian-krp-17-1-2024/,6,9
715006,2024-01-18 18:30:00,2023-2024,Runkosarja,,LASB,EräViikingit,https://fliiga.com/ottelut/miehet/lasb-eraviikingit-18-1-2024/,5,4
715005,2024-01-19 18:30:00,2023-2024,Runkosarja,,Classic,FBC Turku,https://fliiga.com/ottelut/miehet/classic-fbc-turku-19-1-2024/,12,2
715004,2024-01-20 15:00:00,2023-2024,Runkosarja,,Happee,Indians,https://fliiga.com/ottelut/miehet/happee-indians-20-1-2024/,3,4
715003,2024-01-20 17:00:00,2023-2024,Runkosarja,,Jymy,Oilers,https://fliiga.com/ottelut/miehet/jymy-oilers-20-1-2024/,2,7
715002,2024-01-20 18:00:00,2023-2024,Runkosarja,,OLS,TPS,https://fliiga.com/ottelut/miehet/ols-tps-20-1-2024/,5,6
715001,2024-01-21 17:00:00,2023-2024,Runkosarja,,SPV,EräViikingit,https://fliiga.com/ottelut/miehet/spv-eraviikingit-21-1-2024/,7,6
715000,2024-01-21 18:00:00,2023-2024,Runkosarja,,OLS,TPS,https://fliiga.com/ottelut/miehet/ols-tps-21-1-2024/,4,5
714999,2024-01-21 18:30:00,2023-2024,Runkosarja,,LASB,Classic,https://fliiga.com/ottelut/miehet/lasb-classic-21-1-2024/,2,15
714998,2024-01-22 18:30:00,2023-2024,Runkosarja,,Jymy,SPV,https://fliiga.com/ottelut/miehet/jymy-spv-22-1-2024/,3,4
714997,2024-01-24 18:30:00,2023-2024,Runkosarja,,Nokian KrP,EräViikingit,https://fliiga.com/ottelut/miehet/nokian-krp-eraviikingit-24-1-2024/,16,5
714996,2024-01-25 18:30:00,2023-2024,Runkosarja,,Classic,Jymy,https://fliiga.com/ottelut/miehet/classic-jymy-25-1-2024/,11,3
714990,2024-01-26 18:30:00,2023-2024,Runkosarja,,EräViikingit,TPS,https://fliiga.com/ottelut/miehet/eraviikingit-tps-26-1-2024/,2,5
714994,2024-01-26 18:30:00,2023-2024,Runkosarja,,Oilers,Indians,https://fliiga.com/ottelut/miehet/oilers-indians-26-1-2024/,9,5
714995,2024-01-26 18:30:00,2023-2024,Runkosarja,,FBC Turku,Nokian KrP,https://fliiga.com/ottelut/miehet/fbc-turku-nokian-krp-26-1-2024/,1,13
714993,2024-01-27 16:00:00,2023-2024,Runkosarja,,SPV,Happee,https://fliiga.com/ottelut/miehet/spv-happee-27-1-2024/,3,2
714992,2024-01-27 17:00:00,2023-2024,Runkosarja,,Oilers,OLS,https://fliiga.com/ottelut/miehet/oilers-ols-27-1-2024/,8,4
714987,2024-01-28 15:00:00,2023-2024,Runkosarja,,TPS,FBC Turku,https://fliiga.com/ottelut/miehet/tps-fbc-turku-28-1-2024/,4,2
714991,2024-01-28 16:00:00,2023-2024,Runkosarja,,Nokian KrP,Jymy,https://fliiga.com/ottelut/miehet/nokian-krp-jymy-28-1-2024/,8,4
714988,2024-01-28 17:00:00,2023-2024,Runkosarja,,SPV,LASB,https://fliiga.com/ottelut/miehet/spv-lasb-28-1-2024/,6,7
714989,2024-01-28 17:00:00,2023-2024,Runkosarja,,Happee,OLS,https://fliiga.com/ottelut/miehet/happee-ols-28-1-2024/,8,3
714985,2024-02-07 18:30:00,2023-2024,Runkosarja,,FBC Turku,Oilers,https://fliiga.com/ottelut/miehet/fbc-turku-oilers-7-2-2024/,7,9
714986,2024-02-08 18:30:00,2023-2024,Runkosarja,,EräViikingit,Happee,https://fliiga.com/ottelut/miehet/eraviikingit-happee-8-2-2024/,6,4
714984,2024-02-10 15:00:00,2023-2024,Runkosarja,,Jymy,Indians,https://fliiga.com/ottelut/miehet/jymy-indians-10-2-2024/,6,5
714981,2024-02-10 17:00:00,2023-2024,Runkosarja,,Oilers,SPV,https://fliiga.com/ottelut/miehet/oilers-spv-10-2-2024/,16,5
714982,2024-02-10 17:00:00,2023-2024,Runkosarja,,LASB,OLS,https://fliiga.com/ottelut/miehet/lasb-ols-10-2-2024/,7,5
714983,2024-02-10 17:00:00,2023-2024,Runkosarja,,Classic,TPS,https://fliiga.com/ottelut/miehet/classic-tps-10-2-2024/,3,0
714980,2024-02-11 17:00:00,2023-2024,Runkosarja,,Jymy,TPS,https://fliiga.com/ottelut/miehet/jymy-tps-11-2-2024/,2,6
714979,2024-02-11 18:00:00,2023-2024,Runkosarja,,OLS,EräViikingit,https://fliiga.com/ottelut/miehet/ols-eraviikingit-11-2-2024/,7,2
714978,2024-02-12 18:30:00,2023-2024,Runkosarja,,SPV,Nokian KrP,https://fliiga.com/ottelut/miehet/spv-nokian-krp-12-2-2024/,8,2
714975,2024-02-14 18:30:00,2023-2024,Runkosarja,,TPS,Indians,https://fliiga.com/ottelut/miehet/tps-indians-14-2-2024/,2,11
714976,2024-02-14 18:30:00,2023-2024,Runkosarja,,Nokian KrP,LASB,https://fliiga.com/ottelut/miehet/nokian-krp-lasb-14-2-2024/,9,4
714977,2024-02-14 18:30:00,2023-2024,Runkosarja,,Happee,Classic,https://fliiga.com/ottelut/miehet/happee-classic-14-2-2024/,2,13
714973,2024-02-16 18:30:00,2023-2024,Runkosarja,,TPS,LASB,https://fliiga.com/ottelut/miehet/tps-lasb-16-2-2024/,5,7
714974,2024-02-16 18:30:00,2023-2024,Runkosarja,,Classic,Oilers,https://fliiga.com/ottelut/miehet/classic-oilers-16-2-2024/,4,2
714972,2024-02-17 17:00:00,2023-2024,Runkosarja,,EräViikingit,Indians,https://fliiga.com/ottelut/miehet/eraviikingit-indians-17-2-2024/,6,5
714971,2024-02-17 18:30:00,2023-2024,Runkosarja,,FBC Turku,OLS,https://fliiga.com/ottelut/miehet/fbc-turku-ols-17-2-2024/,2,9
714970,2024-02-18 16:00:00,2023-2024,Runkosarja,,Nokian KrP,OLS,https://fliiga.com/ottelut/miehet/nokian-krp-ols-18-2-2024/,4,3
714969,2024-02-18 17:00:00,2023-2024,Runkosarja,,SPV,FBC Turku,https://fliiga.com/ottelut/miehet/spv-fbc-turku-18-2-2024/,7,3
714968,2024-02-18 18:30:00,2023-2024,Runkosarja,,LASB,Oilers,https://fliiga.com/ottelut/miehet/lasb-oilers-18-2-2024/,3,4
714967,2024-02-19 18:30:00,2023-2024,Runkosarja,,Happee,Jymy,https://fliiga.com/ottelut/miehet/happee-jymy-19-2-2024/,5,3
714965,2024-02-23 18:30:00,2023-2024,Runkosarja,,Indians,LASB,https://fliiga.com/ottelut/miehet/indians-lasb-23-2-2024/,9,2
714966,2024-02-23 18:30:00,2023-2024,Runkosarja,,Classic,Nokian KrP,https://fliiga.com/ottelut/miehet/classic-nokian-krp-23-2-2024/,7,8
714963,2024-02-24 15:00:00,2023-2024,Runkosarja,,TPS,SPV,https://fliiga.com/ottelut/miehet/tps-spv-24-2-2024/,4,3
714964,2024-02-24 15:00:00,2023-2024,Runkosarja,,Happee,FBC Turku,https://fliiga.com/ottelut/miehet/happee-fbc-turku-24-2-2024/,14,4
714962,2024-02-24 18:00:00,2023-2024,Runkosarja,,OLS,Jymy,https://fliiga.com/ottelut/miehet/ols-jymy-24-2-2024/,3,6
714961,2024-02-26 18:30:00,2023-2024,Runkosarja,,Oilers,EräViikingit,https://fliiga.com/ottelut/miehet/oilers-eraviikingit-26-2-2024/,15,3
714959,2024-02-28 18:30:00,2023-2024,Runkosarja,,Happee,Nokian KrP,https://fliiga.com/ottelut/miehet/happee-nokian-krp-28-2-2024/,4,5
714960,2024-02-28 18:30:00,2023-2024,Runkosarja,,FBC Turku,LASB,https://fliiga.com/ottelut/miehet/fbc-turku-lasb-28-2-2024/,3,6
714956,2024-03-01 18:30:00,2023-2024,Runkosarja,,Oilers,TPS,https://fliiga.com/ottelut/miehet/oilers-tps-1-3-2024/,8,2
714957,2024-03-01 18:30:00,2023-2024,Runkosarja,,Indians,Classic,https://fliiga.com/ottelut/miehet/indians-classic-1-3-2024/,5,8
714958,2024-03-01 18:30:00,2023-2024,Runkosarja,,FBC Turku,Jymy,https://fliiga.com/ottelut/miehet/fbc-turku-jymy-1-3-2024/,4,7
714955,2024-03-02 18:30:00,2023-2024,Runkosarja,,EräViikingit,LASB,https://fliiga.com/ottelut/miehet/eraviikingit-lasb-2-3-2024/,1,4
714954,2024-03-03 15:00:00,2023-2024,Runkosarja,,TPS,Happee,https://fliiga.com/ottelut/miehet/tps-happee-3-3-2024/,5,3
714952,2024-03-03 17:00:00,2023-2024,Runkosarja,,SPV,Indians,https://fliiga.com/ottelut/miehet/spv-indians-3-3-2024/,6,5
714953,2024-03-03 17:00:00,2023-2024,Runkosarja,,Jymy,EräViikingit,https://fliiga.com/ottelut/miehet/jymy-eraviikingit-3-3-2024/,9,6
714951,2024-03-03 18:00:00,2023-2024,Runkosarja,,OLS,Classic,https://fliiga.com/ottelut/miehet/ols-classic-3-3-2024/,4,7
714949,2024-03-04 18:30:00,2023-2024,Runkosarja,,OLS,SPV,https://fliiga.com/ottelut/miehet/ols-spv-4-3-2024/,3,4
714950,2024-03-04 18:30:00,2023-2024,Runkosarja,,Nokian KrP,Oilers,https://fliiga.com/ottelut/miehet/nokian-krp-oilers-4-3-2024/,5,7
714943,2024-03-09 14:00:00,2023-2024,Runkosarja,,TPS,Nokian KrP,https://fliiga.com/ottelut/miehet/tps-nokian-krp-9-3-2024/,6,3
714944,2024-03-09 17:00:00,2023-2024,Runkosarja,,Oilers,Happee,https://fliiga.com/ottelut/miehet/oilers-happee-9-3-2024/,8,5
714945,2024-03-09 17:00:00,2023-2024,Runkosarja,,Jymy,LASB,https://fliiga.com/ottelut/miehet/jymy-lasb-9-3-2024/,4,5
714946,2024-03-09 17:00:00,2023-2024,Runkosarja,,Indians,OLS,https://fliiga.com/ottelut/miehet/indians-ols-9-3-2024/,6,4
714947,2024-03-09 17:00:00,2023-2024,Runkosarja,,EräViikingit,FBC Turku,https://fliiga.com/ottelut/miehet/eraviikingit-fbc-turku-9-3-2024/,4,2
714948,2024-03-09 17:00:00,2023-2024,Runkosarja,,Classic,SPV,https://fliiga.com/ottelut/miehet/classic-spv-9-3-2024/,6,7
790859,2024-03-13 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Oilers,LASB,https://fliiga.com/ottelut/miehet/oilers-lasb-13-3-2024/,13,2
790867,2024-03-15 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Classic,Happee,https://fliiga.com/ottelut/miehet/classic-happee-15-3-2024/,4,3
790875,2024-03-15 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Nokian KrP,SPV,https://fliiga.com/ottelut/miehet/nokian-krp-spv-15-3-2024/,6,2
790883,2024-03-15 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Indians,TPS,https://fliiga.com/ottelut/miehet/indians-tps-15-3-2024/,3,2
803866,2024-03-15 18:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,EräViikingit,Koovee,https://fliiga.com/ottelut/miehet/eraviikingit-koovee-15-3-2024/,7,3
803878,2024-03-16 15:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,M-Team,SalBa,https://fliiga.com/ottelut/miehet/m-team-salba-16-3-2024/,4,3
803884,2024-03-16 16:00:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,FBC Turku,Rangers,https://fliiga.com/ottelut/miehet/fbc-turku-rangers-16-3-2024/,3,2
803872,2024-03-16 17:00:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,LNM,Tiikerit,https://fliiga.com/ottelut/miehet/lnm-tiikerit-16-3-2024/,7,4
790860,2024-03-16 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,LASB,Oilers,https://fliiga.com/ottelut/miehet/lasb-oilers-16-3-2024/,4,5
790868,2024-03-16 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Happee,Classic,https://fliiga.com/ottelut/miehet/happee-classic-16-3-2024/,4,8
790884,2024-03-17 15:00:00,2023-2024,Pudotuspelit,Puolivälierät,TPS,Indians,https://fliiga.com/ottelut/miehet/tps-indians-17-3-2024/,3,2
803867,2024-03-17 15:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,Koovee,EräViikingit,https://fliiga.com/ottelut/miehet/koovee-eraviikingit-17-3-2024/,3,6
803873,2024-03-17 15:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,Tiikerit,LNM,https://fliiga.com/ottelut/miehet/tiikerit-lnm-17-3-2024/,5,3
790876,2024-03-17 17:00:00,2023-2024,Pudotuspelit,Puolivälierät,SPV,Nokian KrP,https://fliiga.com/ottelut/miehet/spv-nokian-krp-17-3-2024/,6,5
803879,2024-03-17 17:00:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,SalBa,M-Team,https://fliiga.com/ottelut/miehet/salba-m-team-17-3-2024/,7,8
803885,2024-03-17 17:00:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,Rangers,FBC Turku,https://fliiga.com/ottelut/miehet/rangers-fbc-turku-17-3-2024/,4,6
790861,2024-03-18 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Oilers,LASB,https://fliiga.com/ottelut/miehet/oilers-lasb-18-3-2024/,15,4
790869,2024-03-19 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Classic,Happee,https://fliiga.com/ottelut/miehet/classic-happee-19-3-2024/,5,6
790877,2024-03-19 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Nokian KrP,SPV,https://fliiga.com/ottelut/miehet/nokian-krp-spv-19-3-2024/,6,1
790885,2024-03-20 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Indians,TPS,https://fliiga.com/ottelut/miehet/indians-tps-20-3-2024/,5,3
803868,2024-03-20 18:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,EräViikingit,Koovee,https://fliiga.com/ottelut/miehet/eraviikingit-koovee-20-3-2024/,0,3
803874,2024-03-20 18:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,LNM,Tiikerit,https://fliiga.com/ottelut/miehet/lnm-tiikerit-20-3-2024/,3,4
803880,2024-03-20 18:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,M-Team,SalBa,https://fliiga.com/ottelut/miehet/m-team-salba-20-3-2024/,9,6
803886,2024-03-20 18:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,FBC Turku,Rangers,https://fliiga.com/ottelut/miehet/fbc-turku-rangers-20-3-2024/,10,2
790862,2024-03-21 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,LASB,Oilers,https://fliiga.com/ottelut/miehet/lasb-oilers-21-3-2024/,2,7
790870,2024-03-21 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Happee,Classic,https://fliiga.com/ottelut/miehet/happee-classic-21-3-2024/,4,7
790878,2024-03-22 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,SPV,Nokian KrP,https://fliiga.com/ottelut/miehet/spv-nokian-krp-22-3-2024/,5,8
790886,2024-03-22 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,TPS,Indians,https://fliiga.com/ottelut/miehet/tps-indians-22-3-2024/,2,4
803869,2024-03-23 15:30:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,Koovee,EräViikingit,https://fliiga.com/ottelut/miehet/koovee-eraviikingit-23-3-2024/,4,5
803875,2024-03-23 17:00:00,2023-2024,F-liigakarsinnat,Liigakarsinta 1. kierros,Tiikerit,LNM,https://fliiga.com/ottelut/miehet/tiikerit-lnm-23-3-2024/,8,7
790871,2024-03-23 18:30:00,2023-2024,Pudotuspelit,Puolivälierät,Classic,Happee,https://fliiga.com/ottelut/miehet/classic-happee-23-3-2024/,4,7
