match_id,date,season,competition,round,home_team,away_team,source_url,home_goals,away_goals
454486,2022-02-19 15:00:00,2021-2022,Runkosarja,,OLS,Happee,https://fliiga.com/ottelut/miehet/ols-happee-19-2-2022/,3,7
454487,2022-02-19 17:00:00,2021-2022,Runkosarja,,EräViikingit,LASB,https://fliiga.com/ottelut/miehet/eraviikingit-lasb-19-2-2022/,5,4
454466,2022-02-19 18:00:00,2021-2022,Runkosarja,,Indians,Karhut,https://fliiga.com/ottelut/miehet/indians-karhut-19-2-2022/,11,1
454447,2022-02-20 17:00:00,2021-2022,Runkosarja,,Oilers,Karhut,https://fliiga.com/ottelut/miehet/oilers-karhut-20-2-2022/,14,6
454429,2022-02-20 18:30:00,2021-2022,Runkosarja,,TPS,OLS,https://fliiga.com/ottelut/miehet/tps-ols-20-2-2022/,11,1
454492,2022-02-22 18:30:00,2021-2022,Runkosarja,,Karhut,TPS,https://fliiga.com/ottelut/miehet/karhut-tps-22-2-2022/,2,12
455565,2022-02-22 18:30:00,2021-2022,Runkosarja,,Happee,EräViikingit,https://fliiga.com/ottelut/miehet/happee-eraviikingit-22-2-2022/,8,4
454493,2022-02-23 18:30:00,2021-2022,Runkosarja,,Nokian KrP,Tiikerit,https://fliiga.com/ottelut/miehet/nokian-krp-tiikerit-23-2-2022/,14,2
454494,2022-02-24 18:30:00,2021-2022,Runkosarja,,Classic,EräViikingit,https://fliiga.com/ottelut/miehet/classic-eraviikingit-24-2-2022/,9,3
454445,2022-02-25 18:30:00,2021-2022,Runkosarja,,Nokian KrP,Oilers,https://fliiga.com/ottelut/miehet/nokian-krp-oilers-25-2-2022/,13,4
454495,2022-02-25 18:30:00,2021-2022,Runkosarja,,Indians,Happee,https://fliiga.com/ottelut/miehet/indians-happee-25-2-2022/,5,8
454496,2022-02-25 18:30:00,2021-2022,Runkosarja,,Tiikerit,TPS,https://fliiga.com/ottelut/miehet/tiikerit-tps-25-2-2022/,1,14
454497,2022-02-26 17:00:00,2021-2022,Runkosarja,,LASB,OLS,https://fliiga.com/ottelut/miehet/lasb-ols-26-2-2022/,6,10
454498,2022-02-26 17:00:00,2021-2022,Runkosarja,,Steelers,Karhut,https://fliiga.com/ottelut/miehet/steelers-karhut-26-2-2022/,3,8
454501,2022-02-27 17:00:00,2021-2022,Runkosarja,,SPV,Classic,https://fliiga.com/ottelut/miehet/spv-classic-27-2-2022/,4,5
454502,2022-02-27 17:00:00,2021-2022,Runkosarja,,Steelers,Nokian KrP,https://fliiga.com/ottelut/miehet/steelers-nokian-krp-27-2-2022/,1,5
454503,2022-03-01 18:30:00,2021-2022,Runkosarja,,EräViikingit,Indians,https://fliiga.com/ottelut/miehet/eraviikingit-indians-1-3-2022/,4,7
454504,2022-03-02 18:30:00,2021-2022,Runkosarja,,Karhut,Tiikerit,https://fliiga.com/ottelut/miehet/karhut-tiikerit-2-3-2022/,11,4
454505,2022-03-02 18:30:00,2021-2022,Runkosarja,,Oilers,Steelers,https://fliiga.com/ottelut/miehet/oilers-steelers-2-3-2022/,12,3
454479,2022-03-03 18:30:00,2021-2022,Runkosarja,,TPS,Happee,https://fliiga.com/ottelut/miehet/tps-happee-3-3-2022/,2,7
454506,2022-03-05 17:00:00,2021-2022,Runkosarja,,Tiikerit,Classic,https://fliiga.com/ottelut/miehet/tiikerit-classic-5-3-2022/,3,13
454507,2022-03-05 17:00:00,2021-2022,Runkosarja,,Jymy,Karhut,https://fliiga.com/ottelut/miehet/jymy-karhut-5-3-2022/,7,6
454508,2022-03-05 17:00:00,2021-2022,Runkosarja,,Oilers,Indians,https://fliiga.com/ottelut/miehet/oilers-indians-5-3-2022/,8,4
454509,2022-03-05 17:00:00,2021-2022,Runkosarja,,OLS,EräViikingit,https://fliiga.com/ottelut/miehet/ols-eraviikingit-5-3-2022/,5,4
454510,2022-03-05 17:00:00,2021-2022,Runkosarja,,TPS,Nokian KrP,https://fliiga.com/ottelut/miehet/tps-nokian-krp-5-3-2022/,6,3
455566,2022-03-05 17:00:00,2021-2022,Runkosarja,,Happee,LASB,https://fliiga.com/ottelut/miehet/happee-lasb-5-3-2022/,4,5
455569,2022-03-05 17:00:00,2021-2022,Runkosarja,,SPV,Steelers,https://fliiga.com/ottelut/miehet/spv-steelers-5-3-2022/,11,9
454488,2022-03-06 17:00:00,2021-2022,Runkosarja,,Oilers,SPV,https://fliiga.com/ottelut/miehet/oilers-spv-6-3-2022/,11,6
454489,2022-03-06 17:00:00,2021-2022,Runkosarja,,Indians,Jymy,https://fliiga.com/ottelut/miehet/indians-jymy-6-3-2022/,5,4
454490,2022-03-09 18:30:00,2021-2022,Runkosarja,,Karhut,SPV,https://fliiga.com/ottelut/miehet/karhut-spv-9-3-2022/,5,4
455563,2022-03-09 18:30:00,2021-2022,Runkosarja,,Happee,Classic,https://fliiga.com/ottelut/miehet/happee-classic-9-3-2022/,4,6
454473,2022-03-11 18:30:00,2021-2022,Runkosarja,,Indians,OLS,https://fliiga.com/ottelut/miehet/indians-ols-11-3-2022/,7,5
454491,2022-03-11 18:30:00,2021-2022,Runkosarja,,Oilers,Jymy,https://fliiga.com/ottelut/miehet/oilers-jymy-11-3-2022/,12,1
454500,2022-03-13 17:00:00,2021-2022,Runkosarja,,Jymy,OLS,https://fliiga.com/ottelut/miehet/jymy-ols-13-3-2022/,4,3
454452,2022-03-13 18:30:00,2021-2022,Runkosarja,,SPV,Happee,https://fliiga.com/ottelut/miehet/spv-happee-13-3-2022/,5,4
501924,2022-03-18 18:30:00,2021-2022,Play offs,,Nokian KrP,SPV,https://fliiga.com/ottelut/miehet/nokian-krp-spv-18-3-2022/,4,3
501928,2022-03-18 18:30:00,2021-2022,Play offs,,Oilers,Indians,https://fliiga.com/ottelut/miehet/oilers-indians-18-3-2022/,2,0
501934,2022-03-18 18:30:00,2021-2022,Play offs,,TPS,Happee,https://fliiga.com/ottelut/miehet/tps-happee-18-3-2022/,7,2
501920,2022-03-19 17:00:00,2021-2022,Play offs,,Classic,OLS,https://fliiga.com/ottelut/miehet/classic-ols-19-3-2022/,6,2
501925,2022-03-20 17:00:00,2021-2022,Play offs,,SPV,Nokian KrP,https://fliiga.com/ottelut/miehet/spv-nokian-krp-20-3-2022/,1,10
501929,2022-03-20 17:30:00,2021-2022,Play offs,,Indians,Oilers,https://fliiga.com/ottelut/miehet/indians-oilers-20-3-2022/,4,9
501921,2022-03-21 18:30:00,2021-2022,Play offs,,OLS,Classic,https://fliiga.com/ottelut/miehet/ols-classic-21-3-2022/,1,5
501935,2022-03-21 18:30:00,2021-2022,Play offs,,Happee,TPS,https://fliiga.com/ottelut/miehet/happee-tps-21-3-2022/,6,4
501926,2022-03-22 18:30:00,2021-2022,Play offs,,Nokian KrP,SPV,https://fliiga.com/ottelut/miehet/nokian-krp-spv-22-3-2022/,7,4
501930,2022-03-22 18:30:00,2021-2022,Play offs,,Oilers,Indians,https://fliiga.com/ottelut/miehet/oilers-indians-22-3-2022/,4,5
501922,2022-03-23 18:30:00,2021-2022,Play offs,,Classic,OLS,https://fliiga.com/ottelut/miehet/classic-ols-23-3-2022/,7,6
501936,2022-03-23 18:30:00,2021-2022,Play offs,,TPS,Happee,https://fliiga.com/ottelut/miehet/tps-happee-23-3-2022/,3,2
501927,2022-03-24 18:30:00,2021-2022,Play offs,,SPV,Nokian KrP,https://fliiga.com/ottelut/miehet/spv-nokian-krp-24-3-2022/,3,5
501932,2022-03-25 18:30:00,2021-2022,Play offs,,Indians,Oilers,https://fliiga.com/ottelut/miehet/indians-oilers-25-3-2022/,3,5
501937,2022-03-25 18:30:00,2021-2022,Play offs,,Happee,TPS,https://fliiga.com/ottelut/miehet/happee-tps-25-3-2022/,5,7
501923,2022-03-26 18:00:00,2021-2022,Play offs,,OLS,Classic,https://fliiga.com/ottelut/miehet/ols-classic-26-3-2022/,2,14
501938,2022-03-27 15:00:00,2021-2022,Play offs,,TPS,Happee,https://fliiga.com/ottelut/miehet/tps-happee-27-3-2022/,4,3
501933,2022-03-28 18:30:00,2021-2022,Play offs,,Oilers,Indians,https://fliiga.com/ottelut/miehet/oilers-indians-28-3-2022/,6,3
501940,2022-04-03 17:00:00,2021-2022,Play offs,,Nokian KrP,Oilers,https://fliiga.com/ottelut/miehet/nokian-krp-oilers-3-4-2022/,5,4
501939,2022-04-04 18:30:00,2021-2022,Play offs,,Classic,TPS,https://fliiga.com/ottelut/miehet/classic-tps-4-4-2022/,6,4
501942,2022-04-05 18:30:00,2021-2022,Play offs,,Oilers,Nokian KrP,https://fliiga.com/ottelut/miehet/oilers-nokian-krp-5-4-2022/,6,5
501941,2022-04-06 18:30:00,2021-2022,Play offs,,TPS,Classic,https://fliiga.com/ottelut/miehet/tps-classic-6-4-2022/,10,8
501945,2022-04-07 18:30:00,2021-2022,Play offs,,Nokian KrP,Oilers,https://fliiga.com/ottelut/miehet/nokian-krp-oilers-7-4-2022/,4,8
501943,2022-04-08 18:30:00,2021-2022,Play offs,,Classic,TPS,https://fliiga.com/ottelut/miehet/classic-tps-8-4-2022/,10,2
501947,2022-04-09 17:00:00,2021-2022,Play offs,,Oilers,Nokian KrP,https://fliiga.com/ottelut/miehet/oilers-nokian-krp-9-4-2022/,5,6
501946,2022-04-10 18:30:00,2021-2022,Play offs,,TPS,Classic,https://fliiga.com/ottelut/miehet/tps-classic-10-4-2022/,2,4
501949,2022-04-11 18:30:00,2021-2022,Play offs,,Nokian KrP,Oilers,https://fliiga.com/ottelut/miehet/nokian-krp-oilers-11-4-2022/,9,4
501948,2022-04-12 18:30:00,2021-2022,Play offs,,Classic,TPS,https://fliiga.com/ottelut/miehet/classic-tps-12-4-2022/,3,4
501951,2022-04-13 18:30:00,2021-2022,Play offs,,Oilers,Nokian KrP,https://fliiga.com/ottelut/miehet/oilers-nokian-krp-13-4-2022/,2,3
501950,2022-04-14 18:30:00,2021-2022,Play offs,,TPS,Classic,https://fliiga.com/ottelut/miehet/tps-classic-14-4-2022/,4,5
501953,2022-04-20 18:30:00,2021-2022,Play offs,,Classic,Nokian KrP,https://fliiga.com/ottelut/miehet/classic-nokian-krp-20-4-2022/,4,3
501952,2022-04-22 18:30:00,2021-2022,Play offs,,Oilers,TPS,https://fliiga.com/ottelut/miehet/oilers-tps-22-4-2022/,7,4
501954,2022-04-22 18:30:00,2021-2022,Play offs,,Nokian KrP,Classic,https://fliiga.com/ottelut/miehet/nokian-krp-classic-22-4-2022/,4,3
501955,2022-04-24 17:00:00,2021-2022,Play offs,,Classic,Nokian KrP,https://fliiga.com/ottelut/miehet/classic-nokian-krp-24-4-2022/,8,3
501956,2022-04-27 18:30:00,2021-2022,Play offs,,Nokian KrP,Classic,https://fliiga.com/ottelut/miehet/nokian-krp-classic-27-4-2022/,3,4
501957,2022-04-29 18:30:00,2021-2022,Play offs,,Classic,Nokian KrP,https://fliiga.com/ottelut/miehet/classic-nokian-krp-29-4-2022/,6,8
501958,2022-05-02 18:30:00,2021-2022,Play offs,,Nokian KrP,Classic,https://fliiga.com/ottelut/miehet/nokian-krp-classic-2-5-2022/,4,6
430853,2022-09-15 18:30:00,2022-2023,Runkosarja,,EräViikingit,TPS,https://fliiga.com/ottelut/miehet/eraviikingit-tps-15-9-2022/,3,9
430666,2022-09-16 18:30:00,2022-2023,Runkosarja,,FBC Turku,EräViikingit,https://fliiga.com/ottelut/miehet/fbc-turku-eraviikingit-16-9-2022/,2,8
430667,2022-09-16 18:30:00,2022-2023,Runkosarja,,Jymy,OLS,https://fliiga.com/ottelut/miehet/jymy-ols-16-9-2022/,10,2
430668,2022-09-16 18:30:00,2022-2023,Runkosarja,,Nokian KrP,Indians,https://fliiga.com/ottelut/miehet/nokian-krp-indians-16-9-2022/,4,7
430669,2022-09-16 18:30:00,2022-2023,Runkosarja,,LASB,Happee,https://fliiga.com/ottelut/miehet/lasb-happee-16-9-2022/,5,10
430670,2022-09-17 17:00:00,2022-2023,Runkosarja,,Classic,OLS,https://fliiga.com/ottelut/miehet/classic-ols-17-9-2022/,9,8
430671,2022-09-17 18:30:00,2022-2023,Runkosarja,,TPS,Oilers,https://fliiga.com/ottelut/miehet/tps-oilers-17-9-2022/,6,5
430672,2022-09-18 15:00:00,2022-2023,Runkosarja,,Happee,Indians,https://fliiga.com/ottelut/miehet/happee-indians-18-9-2022/,3,2
430673,2022-09-18 17:00:00,2022-2023,Runkosarja,,Jymy,Classic,https://fliiga.com/ottelut/miehet/jymy-classic-18-9-2022/,5,4
430674,2022-09-18 17:00:00,2022-2023,Runkosarja,,Oilers,FBC Turku,https://fliiga.com/ottelut/miehet/oilers-fbc-turku-18-9-2022/,7,5
430675,2022-09-21 18:30:00,2022-2023,Runkosarja,,Nokian KrP,LASB,https://fliiga.com/ottelut/miehet/nokian-krp-lasb-21-9-2022/,8,5
430676,2022-09-23 18:30:00,2022-2023,Runkosarja,,FBC Turku,TPS,https://fliiga.com/ottelut/miehet/fbc-turku-tps-23-9-2022/,1,7
430677,2022-09-24 15:00:00,2022-2023,Runkosarja,,OLS,Oilers,https://fliiga.com/ottelut/miehet/ols-oilers-24-9-2022/,5,8
430680,2022-09-24 17:00:00,2022-2023,Runkosarja,,SPV,Jymy,https://fliiga.com/ottelut/miehet/spv-jymy-24-9-2022/,6,5
430678,2022-09-24 18:30:00,2022-2023,Runkosarja,,EräViikingit,Indians,https://fliiga.com/ottelut/miehet/eraviikingit-indians-24-9-2022/,5,13
430679,2022-09-24 18:30:00,2022-2023,Runkosarja,,Happee,Nokian KrP,https://fliiga.com/ottelut/miehet/happee-nokian-krp-24-9-2022/,7,8
430681,2022-09-25 15:00:00,2022-2023,Runkosarja,,OLS,FBC Turku,https://fliiga.com/ottelut/miehet/ols-fbc-turku-25-9-2022/,7,6
430682,2022-09-25 15:00:00,2022-2023,Runkosarja,,SPV,LASB,https://fliiga.com/ottelut/miehet/spv-lasb-25-9-2022/,5,4
430683,2022-09-27 18:30:00,2022-2023,Runkosarja,,Classic,SPV,https://fliiga.com/ottelut/miehet/classic-spv-27-9-2022/,8,4
430684,2022-09-28 18:30:00,2022-2023,Runkosarja,,Nokian KrP,Oilers,https://fliiga.com/ottelut/miehet/nokian-krp-oilers-28-9-2022/,5,4
430685,2022-09-28 18:30:00,2022-2023,Runkosarja,,LASB,EräViikingit,https://fliiga.com/ottelut/miehet/lasb-eraviikingit-28-9-2022/,2,1
430686,2022-09-30 18:30:00,2022-2023,Runkosarja,,Classic,Oilers,https://fliiga.com/ottelut/miehet/classic-oilers-30-9-2022/,9,1
430687,2022-09-30 18:30:00,2022-2023,Runkosarja,,EräViikingit,Nokian KrP,https://fliiga.com/ottelut/miehet/eraviikingit-nokian-krp-30-9-2022/,5,9
430688,2022-09-30 18:30:00,2022-2023,Runkosarja,,Indians,LASB,https://fliiga.com/ottelut/miehet/indians-lasb-30-9-2022/,5,6
430689,2022-10-01 15:00:00,2022-2023,Runkosarja,,OLS,SPV,https://fliiga.com/ottelut/miehet/ols-spv-1-10-2022/,4,5
430690,2022-10-01 17:00:00,2022-2023,Runkosarja,,Jymy,Happee,https://fliiga.com/ottelut/miehet/jymy-happee-1-10-2022/,7,8
430691,2022-10-01 18:00:00,2022-2023,Runkosarja,,Indians,FBC Turku,https://fliiga.com/ottelut/miehet/indians-fbc-turku-1-10-2022/,7,3
430692,2022-10-02 16:00:00,2022-2023,Runkosarja,,LASB,Jymy,https://fliiga.com/ottelut/miehet/lasb-jymy-2-10-2022/,8,6
430693,2022-10-02 17:00:00,2022-2023,Runkosarja,,SPV,Happee,https://fliiga.com/ottelut/miehet/spv-happee-2-10-2022/,7,6
430694,2022-10-05 18:30:00,2022-2023,Runkosarja,,Classic,Nokian KrP,https://fliiga.com/ottelut/miehet/classic-nokian-krp-5-10-2022/,4,5
430695,2022-10-05 18:30:00,2022-2023,Runkosarja,,Oilers,EräViikingit,https://fliiga.com/ottelut/miehet/oilers-eraviikingit-5-10-2022/,5,2
430696,2022-10-07 18:30:00,2022-2023,Runkosarja,,FBC Turku,LASB,https://fliiga.com/ottelut/miehet/fbc-turku-lasb-7-10-2022/,3,2
430697,2022-10-07 18:30:00,2022-2023,Runkosarja,,Indians,Classic,https://fliiga.com/ottelut/miehet/indians-classic-7-10-2022/,3,6
430698,2022-10-08 14:30:00,2022-2023,Runkosarja,,TPS,Jymy,https://fliiga.com/ottelut/miehet/tps-jymy-8-10-2022/,12,6
430701,2022-10-08 17:00:00,2022-2023,Runkosarja,,Oilers,SPV,https://fliiga.com/ottelut/miehet/oilers-spv-8-10-2022/,4,3
430699,2022-10-08 18:00:00,2022-2023,Runkosarja,,Indians,OLS,https://fliiga.com/ottelut/miehet/indians-ols-8-10-2022/,4,3
430700,2022-10-08 18:30:00,2022-2023,Runkosarja,,Happee,EräViikingit,https://fliiga.com/ottelut/miehet/happee-eraviikingit-8-10-2022/,6,3
430702,2022-10-09 15:00:00,2022-2023,Runkosarja,,TPS,SPV,https://fliiga.com/ottelut/miehet/tps-spv-9-10-2022/,11,5
430703,2022-10-09 16:00:00,2022-2023,Runkosarja,,Nokian KrP,OLS,https://fliiga.com/ottelut/miehet/nokian-krp-ols-9-10-2022/,9,8
430705,2022-10-09 17:00:00,2022-2023,Runkosarja,,Oilers,Jymy,https://fliiga.com/ottelut/miehet/oilers-jymy-9-10-2022/,10,1
430704,2022-10-09 18:30:00,2022-2023,Runkosarja,,FBC Turku,Happee,https://fliiga.com/ottelut/miehet/fbc-turku-happee-9-10-2022/,1,7
430706,2022-10-13 18:30:00,2022-2023,Runkosarja,,Nokian KrP,FBC Turku,https://fliiga.com/ottelut/miehet/nokian-krp-fbc-turku-13-10-2022/,11,4
430854,2022-10-13 18:30:00,2022-2023,Runkosarja,,EräViikingit,Classic,https://fliiga.com/ottelut/miehet/eraviikingit-classic-13-10-2022/,5,10
430707,2022-10-14 18:30:00,2022-2023,Runkosarja,,Jymy,TPS,https://fliiga.com/ottelut/miehet/jymy-tps-14-10-2022/,5,10
430708,2022-10-14 18:30:00,2022-2023,Runkosarja,,Oilers,Indians,https://fliiga.com/ottelut/miehet/oilers-indians-14-10-2022/,10,1
430709,2022-10-15 15:00:00,2022-2023,Runkosarja,,OLS,TPS,https://fliiga.com/ottelut/miehet/ols-tps-15-10-2022/,4,9
430710,2022-10-15 17:00:00,2022-2023,Runkosarja,,Classic,Happee,https://fliiga.com/ottelut/miehet/classic-happee-15-10-2022/,2,1
430711,2022-10-15 17:00:00,2022-2023,Runkosarja,,EräViikingit,Jymy,https://fliiga.com/ottelut/miehet/eraviikingit-jymy-15-10-2022/,4,6
430712,2022-10-15 17:00:00,2022-2023,Runkosarja,,SPV,Nokian KrP,https://fliiga.com/ottelut/miehet/spv-nokian-krp-15-10-2022/,9,3
430713,2022-10-16 15:00:00,2022-2023,Runkosarja,,OLS,LASB,https://fliiga.com/ottelut/miehet/ols-lasb-16-10-2022/,8,6
430714,2022-10-16 17:00:00,2022-2023,Runkosarja,,SPV,FBC Turku,https://fliiga.com/ottelut/miehet/spv-fbc-turku-16-10-2022/,17,3
430715,2022-10-19 18:30:00,2022-2023,Runkosarja,,TPS,LASB,https://fliiga.com/ottelut/miehet/tps-lasb-19-10-2022/,2,3
430716,2022-10-21 18:30:00,2022-2023,Runkosarja,,Nokian KrP,SPV,https://fliiga.com/ottelut/miehet/nokian-krp-spv-21-10-2022/,7,4
430717,2022-10-21 18:30:00,2022-2023,Runkosarja,,Oilers,Happee,https://fliiga.com/ottelut/miehet/oilers-happee-21-10-2022/,10,5
430719,2022-10-21 18:30:00,2022-2023,Runkosarja,,Indians,TPS,https://fliiga.com/ottelut/miehet/indians-tps-21-10-2022/,5,7
430718,2022-10-22 17:00:00,2022-2023,Runkosarja,,Jymy,FBC Turku,https://fliiga.com/ottelut/miehet/jymy-fbc-turku-22-10-2022/,12,1
430721,2022-10-22 17:00:00,2022-2023,Runkosarja,,LASB,Classic,https://fliiga.com/ottelut/miehet/lasb-classic-22-10-2022/,1,9
430720,2022-10-22 18:30:00,2022-2023,Runkosarja,,Happee,OLS,https://fliiga.com/ottelut/miehet/happee-ols-22-10-2022/,8,6
430722,2022-10-23 17:00:00,2022-2023,Runkosarja,,Indians,Jymy,https://fliiga.com/ottelut/miehet/indians-jymy-23-10-2022/,6,7
430724,2022-10-23 17:00:00,2022-2023,Runkosarja,,SPV,EräViikingit,https://fliiga.com/ottelut/miehet/spv-eraviikingit-23-10-2022/,7,3
430723,2022-10-23 18:30:00,2022-2023,Runkosarja,,FBC Turku,OLS,https://fliiga.com/ottelut/miehet/fbc-turku-ols-23-10-2022/,4,10
430725,2022-11-16 18:30:00,2022-2023,Runkosarja,,Indians,Nokian KrP,https://fliiga.com/ottelut/miehet/indians-nokian-krp-16-11-2022/,9,5
430726,2022-11-18 18:30:00,2022-2023,Runkosarja,,Classic,FBC Turku,https://fliiga.com/ottelut/miehet/classic-fbc-turku-18-11-2022/,8,4
430727,2022-11-18 18:30:00,2022-2023,Runkosarja,,Happee,LASB,https://fliiga.com/ottelut/miehet/happee-lasb-18-11-2022/,4,3
430728,2022-11-18 18:30:00,2022-2023,Runkosarja,,Indians,SPV,https://fliiga.com/ottelut/miehet/indians-spv-18-11-2022/,6,5
430729,2022-11-18 18:30:00,2022-2023,Runkosarja,,Jymy,Nokian KrP,https://fliiga.com/ottelut/miehet/jymy-nokian-krp-18-11-2022/,4,6
430730,2022-11-18 18:30:00,2022-2023,Runkosarja,,Oilers,TPS,https://fliiga.com/ottelut/miehet/oilers-tps-18-11-2022/,2,3
430731,2022-11-19 14:30:00,2022-2023,Runkosarja,,FBC Turku,SPV,https://fliiga.com/ottelut/miehet/fbc-turku-spv-19-11-2022/,4,7
430732,2022-11-19 15:00:00,2022-2023,Runkosarja,,OLS,EräViikingit,https://fliiga.com/ottelut/miehet/ols-eraviikingit-19-11-2022/,8,7
430733,2022-11-19 17:00:00,2022-2023,Runkosarja,,LASB,Oilers,https://fliiga.com/ottelut/miehet/lasb-oilers-19-11-2022/,5,6
430734,2022-11-20 15:00:00,2022-2023,Runkosarja,,OLS,Classic,https://fliiga.com/ottelut/miehet/ols-classic-20-11-2022/,3,17
430735,2022-11-20 17:00:00,2022-2023,Runkosarja,,Happee,TPS,https://fliiga.com/ottelut/miehet/happee-tps-20-11-2022/,7,2
430736,2022-11-20 17:00:00,2022-2023,Runkosarja,,Jymy,EräViikingit,https://fliiga.com/ottelut/miehet/jymy-eraviikingit-20-11-2022/,7,8
430737,2022-11-23 18:30:00,2022-2023,Runkosarja,,Classic,Jymy,https://fliiga.com/ottelut/miehet/classic-jymy-23-11-2022/,8,6
430738,2022-11-23 18:30:00,2022-2023,Runkosarja,,TPS,EräViikingit,https://fliiga.com/ottelut/miehet/tps-eraviikingit-23-11-2022/,10,4
430739,2022-11-24 18:30:00,2022-2023,Runkosarja,,Indians,Happee,https://fliiga.com/ottelut/miehet/indians-happee-24-11-2022/,4,5
430855,2022-11-25 18:30:00,2022-2023,Runkosarja,,EräViikingit,Oilers,https://fliiga.com/ottelut/miehet/eraviikingit-oilers-25-11-2022/,3,6
430741,2022-11-26 17:00:00,2022-2023,Runkosarja,,LASB,Nokian KrP,https://fliiga.com/ottelut/miehet/lasb-nokian-krp-26-11-2022/,7,6
430742,2022-11-26 17:00:00,2022-2023,Runkosarja,,SPV,OLS,https://fliiga.com/ottelut/miehet/spv-ols-26-11-2022/,6,1
430740,2022-11-26 18:00:00,2022-2023,Runkosarja,,FBC Turku,Oilers,https://fliiga.com/ottelut/miehet/fbc-turku-oilers-26-11-2022/,5,8
430743,2022-11-30 18:30:00,2022-2023,Runkosarja,,TPS,Classic,https://fliiga.com/ottelut/miehet/tps-classic-30-11-2022/,3,2
430744,2022-12-02 18:30:00,2022-2023,Runkosarja,,Classic,TPS,https://fliiga.com/ottelut/miehet/classic-tps-2-12-2022/,2,10
430745,2022-12-02 18:30:00,2022-2023,Runkosarja,,FBC Turku,Nokian KrP,https://fliiga.com/ottelut/miehet/fbc-turku-nokian-krp-2-12-2022/,3,7
430746,2022-12-02 18:30:00,2022-2023,Runkosarja,,Indians,EräViikingit,https://fliiga.com/ottelut/miehet/indians-eraviikingit-2-12-2022/,9,3
430747,2022-12-03 17:00:00,2022-2023,Runkosarja,,Jymy,LASB,https://fliiga.com/ottelut/miehet/jymy-lasb-3-12-2022/,6,7
430749,2022-12-03 17:00:00,2022-2023,Runkosarja,,Oilers,OLS,https://fliiga.com/ottelut/miehet/oilers-ols-3-12-2022/,6,7
430748,2022-12-03 18:30:00,2022-2023,Runkosarja,,Happee,SPV,https://fliiga.com/ottelut/miehet/happee-spv-3-12-2022/,3,4
430750,2022-12-04 15:00:00,2022-2023,Runkosarja,,TPS,OLS,https://fliiga.com/ottelut/miehet/tps-ols-4-12-2022/,4,1
430751,2022-12-04 16:00:00,2022-2023,Runkosarja,,Nokian KrP,Happee,https://fliiga.com/ottelut/miehet/nokian-krp-happee-4-12-2022/,3,5
430752,2022-12-04 16:00:00,2022-2023,Runkosarja,,LASB,Indians,https://fliiga.com/ottelut/miehet/lasb-indians-4-12-2022/,5,7
430753,2022-12-07 18:30:00,2022-2023,Runkosarja,,SPV,Classic,https://fliiga.com/ottelut/miehet/spv-classic-7-12-2022/,5,6
430754,2022-12-09 18:30:00,2022-2023,Runkosarja,,Oilers,Classic,https://fliiga.com/ottelut/miehet/oilers-classic-9-12-2022/,6,5
430856,2022-12-09 18:30:00,2022-2023,Runkosarja,,EräViikingit,FBC Turku,https://fliiga.com/ottelut/miehet/eraviikingit-fbc-turku-9-12-2022/,5,4
430755,2022-12-10 15:00:00,2022-2023,Runkosarja,,OLS,Jymy,https://fliiga.com/ottelut/miehet/ols-jymy-10-12-2022/,12,2
430756,2022-12-10 17:00:00,2022-2023,Runkosarja,,Nokian KrP,EräViikingit,https://fliiga.com/ottelut/miehet/nokian-krp-eraviikingit-10-12-2022/,10,5
430757,2022-12-10 17:00:00,2022-2023,Runkosarja,,LASB,SPV,https://fliiga.com/ottelut/miehet/lasb-spv-10-12-2022/,6,7
430758,2022-12-11 15:00:00,2022-2023,Runkosarja,,FBC Turku,Indians,https://fliiga.com/ottelut/miehet/fbc-turku-indians-11-12-2022/,2,5
430759,2022-12-13 18:30:00,2022-2023,Runkosarja,,Nokian KrP,Classic,https://fliiga.com/ottelut/miehet/nokian-krp-classic-13-12-2022/,9,5
430760,2022-12-15 18:30:00,2022-2023,Runkosarja,,Happee,Jymy,https://fliiga.com/ottelut/miehet/happee-jymy-15-12-2022/,5,4
430761,2022-12-16 18:30:00,2022-2023,Runkosarja,,Classic,LASB,https://fliiga.com/ottelut/miehet/classic-lasb-16-12-2022/,7,3
430762,2022-12-16 18:30:00,2022-2023,Runkosarja,,Indians,Oilers,https://fliiga.com/ottelut/miehet/indians-oilers-16-12-2022/,4,3
430763,2022-12-17 15:00:00,2022-2023,Runkosarja,,OLS,Nokian KrP,https://fliiga.com/ottelut/miehet/ols-nokian-krp-17-12-2022/,3,9
430765,2022-12-17 17:00:00,2022-2023,Runkosarja,,SPV,Oilers,https://fliiga.com/ottelut/miehet/spv-oilers-17-12-2022/,6,5
430764,2022-12-17 18:30:00,2022-2023,Runkosarja,,Happee,FBC Turku,https://fliiga.com/ottelut/miehet/happee-fbc-turku-17-12-2022/,15,1
430857,2022-12-18 14:00:00,2022-2023,Runkosarja,,EräViikingit,LASB,https://fliiga.com/ottelut/miehet/eraviikingit-lasb-18-12-2022/,6,3
430766,2022-12-18 15:00:00,2022-2023,Runkosarja,,OLS,Indians,https://fliiga.com/ottelut/miehet/ols-indians-18-12-2022/,7,8
430767,2022-12-18 15:30:00,2022-2023,Runkosarja,,SPV,TPS,https://fliiga.com/ottelut/miehet/spv-tps-18-12-2022/,5,4
